timestamp,electricity_demand_mw,temperature_f,humidity_percent,precipitation_inch,wind_speed_mph,wind_direction_deg,cloud_cover_percent,surface_pressure_hpa,solar_radiation_wm2,direct_radiation_wm2,hour,day_of_week,month,day_of_year,is_weekend,season,heat_index_f,wind_chill_f
2022-01-01 00:00:00,801.42,49.1,71,0.0,18.0,250,5,878.8,0.0,0.0,0,5,1,1,1,Winter,49.1,42.8
2022-01-01 01:00:00,776.59,46.0,75,0.0,16.1,251,24,878.9,0.0,0.0,1,5,1,1,1,Winter,46.0,39.2
2022-01-01 02:00:00,807.32,45.0,74,0.0,17.9,252,14,878.7,0.0,0.0,2,5,1,1,1,Winter,45.0,37.5
2022-01-01 03:00:00,841.55,44.5,74,0.0,18.8,252,33,878.7,0.0,0.0,3,5,1,1,1,Winter,44.5,36.7
2022-01-01 04:00:00,772.84,44.4,75,0.0,17.4,258,55,879.1,0.0,0.0,4,5,1,1,1,Winter,44.4,36.8
2022-01-01 05:00:00,772.85,45.0,73,0.0,18.7,255,34,879.4,0.0,0.0,5,5,1,1,1,Winter,45.0,37.3
2022-01-01 06:00:00,887.77,45.7,70,0.0,15.0,250,27,878.9,0.0,0.0,6,5,1,1,1,Winter,45.7,39.1
2022-01-01 07:00:00,854.37,45.8,71,0.0,16.3,254,49,879.4,0.0,0.0,7,5,1,1,1,Winter,45.8,38.9
2022-01-01 08:00:00,803.49,45.8,73,0.0,18.9,251,50,879.8,0.0,0.0,8,5,1,1,1,Winter,45.8,38.3
2022-01-01 09:00:00,845.12,46.8,70,0.0,19.4,246,53,880.1,36.0,16.0,9,5,1,1,1,Winter,46.8,39.5
2022-01-01 10:00:00,803.73,49.6,64,0.0,14.8,241,15,881.3,180.0,106.0,10,5,1,1,1,Winter,49.6,44.2
2022-01-01 11:00:00,803.64,51.8,61,0.0,16.8,240,23,881.9,371.0,274.0,11,5,1,1,1,Winter,51.8,51.8
2022-01-01 12:00:00,832.75,53.7,56,0.0,30.6,252,28,882.0,495.0,384.0,12,5,1,1,1,Winter,53.7,53.7
2022-01-01 13:00:00,744.09,54.0,53,0.004,31.9,255,39,881.3,483.0,354.0,13,5,1,1,1,Winter,54.0,54.0
2022-01-01 14:00:00,807.76,52.6,54,0.024,31.2,261,54,880.9,541.0,423.0,14,5,1,1,1,Winter,52.6,52.6
2022-01-01 15:00:00,859.15,46.5,78,0.004,19.7,299,53,881.9,345.0,202.0,15,5,1,1,1,Winter,46.5,39.1
2022-01-01 16:00:00,839.23,47.6,70,0.0,14.6,291,33,882.5,375.0,253.0,16,5,1,1,1,Winter,47.6,41.7
2022-01-01 17:00:00,897.89,49.9,52,0.0,23.0,285,19,882.9,213.0,124.0,17,5,1,1,1,Winter,49.9,42.9
2022-01-01 18:00:00,843.87,48.6,58,0.0,19.2,287,22,884.1,85.0,50.0,18,5,1,1,1,Winter,48.6,41.9
2022-01-01 19:00:00,821.58,43.9,53,0.0,19.9,305,15,886.1,1.0,0.0,19,5,1,1,1,Winter,43.9,35.6
2022-01-01 20:00:00,948.78,40.6,54,0.0,16.2,312,0,887.7,0.0,0.0,20,5,1,1,1,Winter,40.6,32.3
2022-01-01 21:00:00,813.51,39.3,50,0.0,19.7,311,0,889.1,0.0,0.0,21,5,1,1,1,Winter,39.3,29.6
2022-01-01 22:00:00,825.58,37.8,52,0.0,15.1,302,0,890.6,0.0,0.0,22,5,1,1,1,Winter,37.8,29.0
2022-01-01 23:00:00,764.19,36.5,56,0.0,14.0,311,1,891.9,0.0,0.0,23,5,1,1,1,Winter,36.5,27.7
2022-01-02 00:00:00,760.71,34.4,65,0.0,9.1,329,0,893.1,0.0,0.0,0,6,1,2,1,Winter,34.4,27.2
2022-01-02 01:00:00,786.34,32.8,47,0.0,11.2,331,0,894.0,0.0,0.0,1,6,1,2,1,Winter,32.8,24.1
2022-01-02 02:00:00,737.0,30.6,46,0.0,10.1,323,0,894.6,0.0,0.0,2,6,1,2,1,Winter,30.6,21.9
2022-01-02 03:00:00,796.69,28.7,49,0.0,10.5,312,0,894.9,0.0,0.0,3,6,1,2,1,Winter,28.7,19.4
2022-01-02 04:00:00,758.52,27.8,51,0.0,9.3,316,0,895.2,0.0,0.0,4,6,1,2,1,Winter,27.8,18.9
2022-01-02 05:00:00,770.59,26.0,58,0.0,5.8,337,0,895.1,0.0,0.0,5,6,1,2,1,Winter,26.0,19.3
2022-01-02 06:00:00,798.05,24.2,68,0.0,4.6,331,0,896.0,0.0,0.0,6,6,1,2,1,Winter,24.2,18.3
2022-01-02 07:00:00,899.0,23.9,68,0.0,3.8,357,0,897.3,0.0,0.0,7,6,1,2,1,Winter,23.9,19.0
2022-01-02 08:00:00,822.24,23.7,68,0.0,4.6,29,0,897.8,0.0,0.0,8,6,1,2,1,Winter,23.7,17.8
2022-01-02 09:00:00,779.29,26.9,59,0.0,1.3,329,0,899.4,48.0,29.0,9,6,1,2,1,Winter,26.9,26.9
2022-01-02 10:00:00,856.64,29.7,51,0.0,0.6,315,0,900.6,228.0,171.0,10,6,1,2,1,Winter,29.7,29.7
2022-01-02 11:00:00,772.57,32.4,48,0.0,0.7,342,0,901.2,410.0,337.0,11,6,1,2,1,Winter,32.4,32.4
2022-01-02 12:00:00,831.39,35.0,46,0.0,1.4,252,0,901.1,548.0,465.0,12,6,1,2,1,Winter,35.0,35.0
2022-01-02 13:00:00,742.18,37.0,45,0.0,3.0,234,0,900.1,624.0,537.0,13,6,1,2,1,Winter,37.0,35.0
2022-01-02 14:00:00,825.29,38.7,43,0.0,4.0,243,0,899.1,633.0,545.0,14,6,1,2,1,Winter,38.7,35.8
2022-01-02 15:00:00,892.7,39.8,42,0.0,4.0,243,0,898.5,575.0,490.0,15,6,1,2,1,Winter,39.8,37.1
