timestamp,electricity_demand_mw,temperature_f,humidity_percent,precipitation_inch,wind_speed_mph,wind_direction_deg,cloud_cover_percent,surface_pressure_hpa,solar_radiation_wm2,direct_radiation_wm2,hour,day_of_week,month,day_of_year,is_weekend,season,heat_index_f,wind_chill_f
2023-01-01 00:00:00,801.42,46.0,81,0.0,4.6,256,100,885.6,0.0,0.0,0,6,1,1,1,Winter,46.0,43.8
2023-01-01 01:00:00,776.59,44.8,84,0.0,5.0,278,100,885.0,0.0,0.0,1,6,1,1,1,Winter,44.8,42.1
2023-01-01 02:00:00,807.32,43.6,85,0.0,4.3,282,100,884.5,0.0,0.0,2,6,1,1,1,Winter,43.6,41.2
2023-01-01 03:00:00,841.55,44.7,81,0.0,3.2,278,100,884.8,0.0,0.0,3,6,1,1,1,Winter,44.7,43.5
2023-01-01 04:00:00,772.84,44.1,81,0.0,2.9,261,100,884.6,0.0,0.0,4,6,1,1,1,Winter,44.1,44.1
2023-01-01 05:00:00,772.85,43.3,81,0.0,3.1,266,100,884.1,0.0,0.0,5,6,1,1,1,Winter,43.3,42.0
2023-01-01 06:00:00,887.77,43.8,83,0.0,2.4,248,100,884.5,0.0,0.0,6,6,1,1,1,Winter,43.8,43.8
2023-01-01 07:00:00,854.37,42.9,85,0.0,1.4,99,100,884.6,0.0,0.0,7,6,1,1,1,Winter,42.9,42.9
2023-01-01 08:00:00,803.49,36.9,95,0.0,3.5,108,100,883.8,0.0,0.0,8,6,1,1,1,Winter,36.9,34.3
2023-01-01 09:00:00,845.12,39.6,94,0.0,1.6,90,100,884.2,40.0,16.0,9,6,1,1,1,Winter,39.6,39.6
2023-01-01 10:00:00,803.73,43.2,83,0.0,0.4,90,96,884.7,168.0,65.0,10,6,1,1,1,Winter,43.2,43.2
2023-01-01 11:00:00,803.64,48.6,69,0.0,2.0,180,90,886.0,339.0,202.0,11,6,1,1,1,Winter,48.6,48.6
2023-01-01 12:00:00,832.75,55.1,53,0.0,2.8,151,99,886.5,494.0,381.0,12,6,1,1,1,Winter,55.1,55.1
2023-01-01 13:00:00,744.09,61.0,41,0.0,4.5,160,100,885.7,569.0,450.0,13,6,1,1,1,Winter,61.0,61.0
2023-01-01 14:00:00,807.76,66.5,31,0.0,7.4,175,100,884.5,532.0,331.0,14,6,1,1,1,Winter,66.5,66.5
2023-01-01 15:00:00,859.15,69.3,26,0.0,11.9,192,100,883.7,451.0,227.0,15,6,1,1,1,Winter,69.3,69.3
2023-01-01 16:00:00,839.23,68.6,28,0.0,13.9,213,100,883.2,308.0,103.0,16,6,1,1,1,Winter,68.6,68.6
2023-01-01 17:00:00,897.89,69.3,26,0.0,11.1,190,100,882.4,160.0,28.0,17,6,1,1,1,Winter,69.3,69.3
2023-01-01 18:00:00,843.87,65.7,29,0.0,8.5,168,100,881.1,56.0,5.0,18,6,1,1,1,Winter,65.7,65.7
