timestamp,electricity_demand_mw,temperature_f,humidity_percent,precipitation_inch,wind_speed_mph,wind_direction_deg,cloud_cover_percent,surface_pressure_hpa,solar_radiation_wm2,direct_radiation_wm2,hour,day_of_week,month,day_of_year,is_weekend,season,heat_index_f,wind_chill_f
2024-01-01 00:00:00,942.85,45.4,34,0.0,2.7,275,0,891.3,0.0,0.0,0,0,1,1,0,Winter,45.4,45.4
2024-01-01 01:00:00,913.64,43.7,36,0.0,2.2,354,0,890.8,0.0,0.0,1,0,1,1,0,Winter,43.7,43.7
2024-01-01 02:00:00,949.79,42.5,37,0.0,1.3,59,41,890.7,0.0,0.0,2,0,1,1,0,Winter,42.5,42.5
2024-01-01 03:00:00,990.06,41.3,38,0.0,1.6,360,72,891.0,0.0,0.0,3,0,1,1,0,Winter,41.3,41.3
2024-01-01 04:00:00,909.23,40.1,39,0.0,2.7,9,3,890.9,0.0,0.0,4,0,1,1,0,Winter,40.1,40.1
2024-01-01 05:00:00,909.23,38.8,40,0.0,2.1,18,0,890.5,0.0,0.0,5,0,1,1,0,Winter,38.8,38.8
2024-01-01 06:00:00,1044.43,37.5,42,0.0,2.9,4,0,890.1,0.0,0.0,6,0,1,1,0,Winter,37.5,37.5
2024-01-01 07:00:00,1005.14,36.7,45,0.0,3.0,347,0,890.8,0.0,0.0,7,0,1,1,0,Winter,36.7,34.6
2024-01-01 08:00:00,945.28,38.2,42,0.0,3.0,312,0,891.8,0.0,0.0,8,0,1,1,0,Winter,38.2,36.3
2024-01-01 09:00:00,994.26,39.4,40,0.0,2.2,307,0,892.8,47.0,29.0,9,0,1,1,0,Winter,39.4,39.4
2024-01-01 10:00:00,945.57,42.2,35,0.0,1.8,30,0,894.1,224.0,168.0,10,0,1,1,0,Winter,42.2,42.2
2024-01-01 11:00:00,945.46,46.6,28,0.0,3.4,86,5,895.5,401.0,330.0,11,0,1,1,0,Winter,46.6,45.4
2024-01-01 12:00:00,979.71,51.2,23,0.0,5.2,95,39,895.3,536.0,456.0,12,0,1,1,0,Winter,51.2,51.2
2024-01-01 13:00:00,875.4,55.5,19,0.0,6.7,104,76,894.1,611.0,524.0,13,0,1,1,0,Winter,55.5,55.5
2024-01-01 14:00:00,950.3,59.2,16,0.0,7.3,102,57,893.1,616.0,518.0,14,0,1,1,0,Winter,59.2,59.2
2024-01-01 15:00:00,1010.76,61.8,13,0.0,7.8,103,99,892.3,558.0,468.0,15,0,1,1,0,Winter,61.8,61.8
2024-01-01 16:00:00,987.33,63.0,12,0.0,8.8,117,100,891.7,393.0,235.0,16,0,1,1,0,Winter,63.0,63.0
2024-01-01 17:00:00,1056.34,62.1,12,0.0,7.4,123,100,891.2,196.0,58.0,17,0,1,1,0,Winter,62.1,62.1
2024-01-01 18:00:00,992.78,56.9,30,0.0,3.5,105,99,890.0,66.0,13.0,18,0,1,1,0,Winter,56.9,56.9
2024-01-01 19:00:00,966.56,55.0,16,0.0,4.2,65,98,889.9,1.0,0.0,19,0,1,1,0,Winter,55.0,55.0
2024-01-01 20:00:00,1116.21,54.1,17,0.0,6.5,68,69,889.7,0.0,0.0,20,0,1,1,0,Winter,54.1,54.1
2024-01-01 21:00:00,957.07,50.1,23,0.0,5.6,53,88,888.9,0.0,0.0,21,0,1,1,0,Winter,50.1,50.1
2024-01-01 22:00:00,971.27,47.6,28,0.0,4.3,81,98,888.5,0.0,0.0,22,0,1,1,0,Winter,47.6,45.9
2024-01-01 23:00:00,899.04,47.7,32,0.0,4.1,81,99,888.4,0.0,0.0,23,0,1,1,0,Winter,47.7,46.1
2024-01-02 00:00:00,894.96,46.8,33,0.0,4.7,59,100,887.9,0.0,0.0,0,1,1,2,0,Winter,46.8,44.7
2024-01-02 01:00:00,925.1,45.7,34,0.0,5.2,47,100,887.1,0.0,0.0,1,1,1,2,0,Winter,45.7,43.0
2024-01-02 02:00:00,867.05,44.4,38,0.0,5.4,42,100,886.5,0.0,0.0,2,1,1,2,0,Winter,44.4,41.4
2024-01-02 03:00:00,937.28,43.8,41,0.0,5.7,9,100,886.3,0.0,0.0,3,1,1,2,0,Winter,43.8,40.5
2024-01-02 04:00:00,892.37,43.2,44,0.0,2.3,29,100,886.8,0.0,0.0,4,1,1,2,0,Winter,43.2,43.2
2024-01-02 05:00:00,906.58,39.9,54,0.031,5.1,38,91,886.8,0.0,0.0,5,1,1,2,0,Winter,39.9,36.3
2024-01-02 06:00:00,938.88,38.5,61,0.0,4.3,28,50,886.6,0.0,0.0,6,1,1,2,0,Winter,38.5,35.3
2024-01-02 07:00:00,1057.65,40.2,51,0.008,5.0,328,100,888.0,0.0,0.0,7,1,1,2,0,Winter,40.2,36.7
2024-01-02 08:00:00,967.35,37.9,57,0.0,3.4,247,98,888.1,0.0,0.0,8,1,1,2,0,Winter,37.9,35.5
2024-01-02 09:00:00,916.81,39.5,53,0.0,4.2,302,95,889.4,34.0,11.0,9,1,1,2,0,Winter,39.5,36.6
2024-01-02 10:00:00,1007.81,43.9,47,0.0,3.6,317,87,890.5,121.0,48.0,10,1,1,2,0,Winter,43.9,42.2
2024-01-02 11:00:00,908.91,48.6,38,0.0,5.2,301,100,891.9,291.0,116.0,11,1,1,2,0,Winter,48.6,46.5
2024-01-02 12:00:00,978.11,51.3,34,0.0,9.5,311,100,892.1,335.0,122.0,12,1,1,2,0,Winter,51.3,51.3
2024-01-02 13:00:00,873.15,53.1,35,0.0,8.5,323,7,891.5,429.0,156.0,13,1,1,2,0,Winter,53.1,53.1
2024-01-02 14:00:00,970.93,55.6,33,0.0,7.4,303,21,891.0,592.0,486.0,14,1,1,2,0,Winter,55.6,55.6
2024-01-02 15:00:00,1050.24,57.2,29,0.0,9.1,290,0,890.8,533.0,419.0,15,1,1,2,0,Winter,57.2,57.2
2024-01-02 16:00:00,1078.4,58.3,28,0.0,9.8,300,0,890.7,433.0,356.0,16,1,1,2,0,Winter,58.3,58.3
2024-01-02 17:00:00,1048.91,58.3,29,0.0,9.3,300,0,890.9,270.0,208.0,17,1,1,2,0,Winter,58.3,58.3
2024-01-02 18:00:00,1033.99,56.7,31,0.0,7.9,285,0,890.6,91.0,58.0,18,1,1,2,0,Winter,56.7,56.7
2024-01-02 19:00:00,1024.34,51.7,45,0.0,4.3,261,0,890.2,1.0,0.0,19,1,1,2,0,Winter,51.7,51.7
2024-01-02 20:00:00,963.12,49.2,50,0.0,4.3,264,0,890.0,0.0,0.0,20,1,1,2,0,Winter,49.2,47.7
2024-01-02 21:00:00,933.16,46.3,54,0.0,4.1,276,0,889.8,0.0,0.0,21,1,1,2,0,Winter,46.3,44.5
2024-01-02 22:00:00,945.71,44.3,54,0.0,5.9,295,0,889.8,0.0,0.0,22,1,1,2,0,Winter,44.3,40.9
2024-01-02 23:00:00,1019.16,42.7,55,0.0,6.9,306,0,889.7,0.0,0.0,23,1,1,2,0,Winter,42.7,38.4
2024-01-03 00:00:00,935.81,40.7,58,0.0,6.5,301,0,889.5,0.0,0.0,0,2,1,3,0,Winter,40.7,36.3
2024-01-03 01:00:00,838.9,38.9,61,0.0,5.9,295,0,889.1,0.0,0.0,1,2,1,3,0,Winter,38.9,34.5
2024-01-03 02:00:00,934.91,36.7,66,0.0,5.1,299,0,888.5,0.0,0.0,2,2,1,3,0,Winter,36.7,32.5
2024-01-03 03:00:00,902.29,36.9,65,0.0,3.5,305,0,888.9,0.0,0.0,3,2,1,3,0,Winter,36.9,34.3
2024-01-03 04:00:00,888.86,39.2,58,0.0,1.9,324,0,889.7,0.0,0.0,4,2,1,3,0,Winter,39.2,39.2
2024-01-03 05:00:00,948.14,37.9,61,0.0,2.4,319,7,889.6,0.0,0.0,5,2,1,3,0,Winter,37.9,37.9
2024-01-03 06:00:00,1017.9,36.4,65,0.0,2.9,337,12,889.3,0.0,0.0,6,2,1,3,0,Winter,36.4,36.4
2024-01-03 07:00:00,1013.07,36.2,75,0.0,1.7,67,94,890.2,0.0,0.0,7,2,1,3,0,Winter,36.2,36.2
2024-01-03 08:00:00,927.38,34.7,80,0.0,2.1,72,96,890.2,0.0,0.0,8,2,1,3,0,Winter,34.7,34.7
2024-01-03 09:00:00,953.03,33.2,86,0.0,2.3,17,97,890.2,40.0,17.0,9,2,1,3,0,Winter,33.2,33.2
2024-01-03 10:00:00,984.03,38.1,71,0.0,1.3,31,28,891.7,199.0,123.0,10,2,1,3,0,Winter,38.1,38.1
2024-01-03 11:00:00,1015.22,43.2,60,0.0,1.8,97,11,892.8,385.0,308.0,11,2,1,3,0,Winter,43.2,43.2
2024-01-03 12:00:00,944.81,48.2,51,0.0,1.2,158,1,892.3,517.0,424.0,12,2,1,3,0,Winter,48.2,48.2
2024-01-03 13:00:00,959.01,52.3,45,0.0,1.7,220,0,891.2,600.0,513.0,13,2,1,3,0,Winter,52.3,52.3
2024-01-03 14:00:00,982.47,55.2,40,0.0,2.2,186,0,890.0,611.0,525.0,14,2,1,3,0,Winter,55.2,55.2
2024-01-03 15:00:00,977.8,57.1,36,0.0,4.2,148,0,889.0,558.0,475.0,15,2,1,3,0,Winter,57.1,57.1
2024-01-03 16:00:00,1082.25,57.7,34,0.0,5.7,138,0,888.4,442.0,367.0,16,2,1,3,0,Winter,57.7,57.7
2024-01-03 17:00:00,1110.52,57.4,34,0.0,6.7,127,0,888.2,277.0,216.0,17,2,1,3,0,Winter,57.4,57.4
2024-01-03 18:00:00,1036.26,55.4,38,0.0,7.0,99,0,887.4,94.0,61.0,18,2,1,3,0,Winter,55.4,55.4
2024-01-03 19:00:00,1092.18,53.5,38,0.0,7.6,92,0,886.3,1.0,0.0,19,2,1,3,0,Winter,53.5,53.5
2024-01-03 20:00:00,1058.81,51.1,40,0.0,7.6,114,0,885.9,0.0,0.0,20,2,1,3,0,Winter,51.1,51.1
2024-01-03 21:00:00,936.78,49.3,40,0.0,7.9,125,0,885.4,0.0,0.0,21,2,1,3,0,Winter,49.3,46.0
2024-01-03 22:00:00,985.49,46.9,41,0.0,7.1,131,1,884.5,0.0,0.0,22,2,1,3,0,Winter,46.9,43.4
2024-01-03 23:00:00,1042.44,44.9,42,0.0,6.7,138,64,883.8,0.0,0.0,23,2,1,3,0,Winter,44.9,41.2
2024-01-04 00:00:00,918.35,43.8,43,0.0,7.0,140,86,883.0,0.0,0.0,0,3,1,4,0,Winter,43.8,39.7
2024-01-04 01:00:00,991.97,42.1,46,0.0,5.2,140,89,882.2,0.0,0.0,1,3,1,4,0,Winter,42.1,38.8
2024-01-04 02:00:00,799.49,41.4,47,0.0,5.8,118,81,881.7,0.0,0.0,2,3,1,4,0,Winter,41.4,37.6
