timestamp,electricity_demand_mw,temperature_f,humidity_percent,precipitation_inch,wind_speed_mph,wind_direction_deg,cloud_cover_percent,surface_pressure_hpa,solar_radiation_wm2,direct_radiation_wm2,hour,day_of_week,month,day_of_year,is_weekend,season,heat_index_f,wind_chill_f
2021-01-01 00:00:00,942.85,35.7,40,0.0,1.3,270,0,881.4,0.0,0.0,0,4,1,1,0,Winter,35.7,35.7
2021-01-01 01:00:00,913.64,33.9,43,0.0,1.1,270,0,881.2,0.0,0.0,1,4,1,1,0,Winter,33.9,33.9
2021-01-01 02:00:00,949.79,32.9,45,0.0,1.7,50,0,881.5,0.0,0.0,2,4,1,1,0,Winter,32.9,32.9
2021-01-01 03:00:00,990.06,31.7,47,0.0,0.8,34,0,881.9,0.0,0.0,3,4,1,1,0,Winter,31.7,31.7
2021-01-01 04:00:00,909.23,30.9,48,0.0,0.5,297,30,882.6,0.0,0.0,4,4,1,1,0,Winter,30.9,30.9
2021-01-01 05:00:00,909.23,30.6,49,0.0,0.8,326,52,883.3,0.0,0.0,5,4,1,1,0,Winter,30.6,30.6
2021-01-01 06:00:00,1044.43,28.8,55,0.0,0.5,243,57,884.0,0.0,0.0,6,4,1,1,0,Winter,28.8,28.8
2021-01-01 07:00:00,1005.14,28.7,55,0.0,0.7,108,88,885.0,0.0,0.0,7,4,1,1,0,Winter,28.7,28.7
2021-01-01 08:00:00,945.28,28.8,55,0.0,0.9,194,99,886.1,0.0,0.0,8,4,1,1,0,Winter,28.8,28.8
2021-01-01 09:00:00,994.26,28.5,57,0.0,1.6,164,99,887.0,19.0,1.0,9,4,1,1,0,Winter,28.5,28.5
2021-01-01 10:00:00,945.57,31.2,50,0.0,2.0,153,98,888.2,122.0,23.0,10,4,1,1,0,Winter,31.2,31.2
2021-01-01 11:00:00,945.46,35.6,39,0.0,2.6,110,97,889.7,243.0,57.0,11,4,1,1,0,Winter,35.6,35.6
2021-01-01 12:00:00,979.71,40.2,31,0.0,3.5,72,98,890.1,390.0,140.0,12,4,1,1,0,Winter,40.2,38.0
2021-01-01 13:00:00,875.4,44.0,25,0.0,4.5,84,54,889.8,523.0,301.0,13,4,1,1,0,Winter,44.0,41.5
2021-01-01 14:00:00,950.3,46.8,21,0.0,5.2,83,43,889.6,584.0,421.0,14,4,1,1,0,Winter,46.8,44.3
2021-01-01 15:00:00,1010.76,48.2,17,0.0,5.7,81,73,889.5,510.0,330.0,15,4,1,1,0,Winter,48.2,45.7
2021-01-01 16:00:00,987.33,48.6,15,0.0,5.8,86,83,889.9,380.0,208.0,16,4,1,1,0,Winter,48.6,46.1
2021-01-01 17:00:00,1056.34,48.3,14,0.0,5.8,88,89,890.3,222.0,100.0,17,4,1,1,0,Winter,48.3,45.8
2021-01-01 18:00:00,992.78,45.7,15,0.0,4.9,30,93,890.3,88.0,45.0,18,4,1,1,0,Winter,45.7,43.2
2021-01-01 19:00:00,966.56,41.9,17,0.0,4.9,16,32,890.1,1.0,0.0,19,4,1,1,0,Winter,41.9,38.8
2021-01-01 20:00:00,1116.21,39.5,20,0.0,4.5,354,1,890.2,0.0,0.0,20,4,1,1,0,Winter,39.5,36.3
2021-01-01 21:00:00,957.07,37.0,23,0.0,4.7,17,0,890.1,0.0,0.0,21,4,1,1,0,Winter,37.0,33.2
2021-01-01 22:00:00,971.27,33.9,26,0.0,4.3,62,0,890.0,0.0,0.0,22,4,1,1,0,Winter,33.9,30.0
2021-01-01 23:00:00,899.04,37.2,22,0.0,1.1,101,0,891.7,0.0,0.0,23,4,1,1,0,Winter,37.2,37.2
2021-01-02 00:00:00,760.71,36.9,22,0.0,1.7,247,0,892.5,0.0,0.0,0,5,1,2,1,Winter,36.9,36.9
2021-01-02 01:00:00,786.34,36.1,23,0.0,1.4,288,0,892.2,0.0,0.0,1,5,1,2,1,Winter,36.1,36.1
2021-01-02 02:00:00,737.0,35.2,25,0.0,1.3,45,0,891.8,0.0,0.0,2,5,1,2,1,Winter,35.2,35.2
2021-01-02 03:00:00,796.69,33.7,27,0.0,0.7,18,0,892.1,0.0,0.0,3,5,1,2,1,Winter,33.7,33.7
2021-01-02 04:00:00,758.52,32.6,28,0.0,0.9,14,0,892.0,0.0,0.0,4,5,1,2,1,Winter,32.6,32.6
2021-01-02 05:00:00,770.59,31.2,30,0.0,0.9,315,0,892.0,0.0,0.0,5,5,1,2,1,Winter,31.2,31.2
2021-01-02 06:00:00,798.05,28.8,42,0.0,0.7,360,0,891.8,0.0,0.0,6,5,1,2,1,Winter,28.8,28.8
2021-01-02 07:00:00,899.0,27.6,45,0.0,1.6,304,0,892.1,0.0,0.0,7,5,1,2,1,Winter,27.6,27.6
2021-01-02 08:00:00,822.24,26.0,53,0.0,3.1,291,0,892.5,0.0,0.0,8,5,1,2,1,Winter,26.0,22.4
2021-01-02 09:00:00,779.29,23.7,66,0.0,2.9,293,0,892.3,48.0,30.0,9,5,1,2,1,Winter,23.7,23.7
2021-01-02 10:00:00,856.64,30.6,54,0.0,0.9,256,0,894.4,226.0,173.0,10,5,1,2,1,Winter,30.6,30.6
2021-01-02 11:00:00,772.57,36.6,48,0.0,1.9,201,0,896.1,406.0,338.0,11,5,1,2,1,Winter,36.6,36.6
2021-01-02 12:00:00,831.39,41.9,39,0.0,4.0,236,0,895.5,543.0,466.0,12,5,1,2,1,Winter,41.9,39.5
2021-01-02 13:00:00,742.18,46.7,32,0.0,7.4,245,0,894.3,616.0,535.0,13,5,1,2,1,Winter,46.7,43.0
2021-01-02 14:00:00,825.29,49.5,29,0.0,9.4,248,45,893.1,626.0,543.0,14,5,1,2,1,Winter,49.5,45.6
2021-01-02 15:00:00,892.7,51.5,27,0.0,10.5,250,36,892.1,568.0,487.0,15,5,1,2,1,Winter,51.5,51.5
2021-01-02 16:00:00,916.64,52.5,25,0.0,10.6,252,24,891.1,448.0,369.0,16,5,1,2,1,Winter,52.5,52.5
2021-01-02 17:00:00,891.57,52.4,26,0.0,9.9,257,68,890.7,284.0,221.0,17,5,1,2,1,Winter,52.4,52.4
2021-01-02 18:00:00,878.89,52.0,25,0.0,7.5,247,82,890.3,86.0,43.0,18,5,1,2,1,Winter,52.0,52.0
2021-01-02 19:00:00,870.69,49.0,26,0.0,7.7,248,0,889.7,1.0,0.0,19,5,1,2,1,Winter,49.0,45.7
2021-01-02 20:00:00,818.65,46.9,27,0.0,8.5,265,0,889.6,0.0,0.0,20,5,1,2,1,Winter,46.9,42.8
2021-01-02 21:00:00,793.19,45.1,27,0.0,8.5,272,16,889.2,0.0,0.0,21,5,1,2,1,Winter,45.1,40.6
2021-01-02 22:00:00,803.85,43.6,29,0.0,8.7,267,77,888.8,0.0,0.0,22,5,1,2,1,Winter,43.6,38.6
2021-01-02 23:00:00,866.29,42.8,30,0.0,9.4,270,91,888.6,0.0,0.0,23,5,1,2,1,Winter,42.8,37.4
2021-01-03 00:00:00,795.44,42.7,30,0.0,10.7,280,28,889.2,0.0,0.0,0,6,1,3,1,Winter,42.7,36.7
2021-01-03 01:00:00,713.07,40.7,32,0.0,10.6,278,0,888.8,0.0,0.0,1,6,1,3,1,Winter,40.7,34.3
2021-01-03 02:00:00,794.67,39.1,34,0.0,10.6,278,0,888.2,0.0,0.0,2,6,1,3,1,Winter,39.1,32.3
2021-01-03 03:00:00,766.94,37.5,37,0.0,9.6,282,0,888.1,0.0,0.0,3,6,1,3,1,Winter,37.5,30.7
2021-01-03 04:00:00,755.53,36.0,40,0.0,9.7,283,0,888.1,0.0,0.0,4,6,1,3,1,Winter,36.0,28.8
