timestamp,electricity_demand_mw,temperature_f,humidity_percent,precipitation_inch,wind_speed_mph,wind_direction_deg,cloud_cover_percent,surface_pressure_hpa,solar_radiation_wm2,direct_radiation_wm2,hour,day_of_week,month,day_of_year,is_weekend,season,heat_index_f,wind_chill_f
2020-01-01 00:00:00,942.85,37.9,55,0.0,3.8,332,92,886.1,0.0,0.0,0,2,1,1,0,Winter,37.9,35.1
2020-01-01 01:00:00,913.64,37.8,56,0.0,4.9,313,100,885.8,0.0,0.0,1,2,1,1,0,Winter,37.8,34.0
2020-01-01 02:00:00,949.79,37.9,55,0.0,6.0,301,100,885.9,0.0,0.0,2,2,1,1,0,Winter,37.9,33.3
2020-01-01 03:00:00,990.06,36.8,58,0.0,6.8,304,66,885.2,0.0,0.0,3,2,1,1,0,Winter,36.8,31.4
2020-01-01 04:00:00,909.23,34.2,64,0.0,6.0,301,0,884.7,0.0,0.0,4,2,1,1,0,Winter,34.2,28.9
2020-01-01 05:00:00,909.23,32.2,70,0.0,6.2,285,0,884.4,0.0,0.0,5,2,1,1,0,Winter,32.2,26.3
2020-01-01 06:00:00,1044.43,31.5,71,0.0,6.3,268,0,883.9,0.0,0.0,6,2,1,1,0,Winter,31.5,25.4
2020-01-01 07:00:00,1005.14,30.8,70,0.0,5.6,275,0,884.2,0.0,0.0,7,2,1,1,0,Winter,30.8,25.1
2020-01-01 08:00:00,945.28,29.7,71,0.0,5.0,291,0,884.6,0.0,0.0,8,2,1,1,0,Winter,29.7,24.4
2020-01-01 09:00:00,994.26,32.8,62,0.0,4.7,287,0,885.8,46.0,28.0,9,2,1,1,0,Winter,32.8,28.3
2020-01-01 10:00:00,945.57,37.8,50,0.0,4.5,276,0,887.3,219.0,166.0,10,2,1,1,0,Winter,37.8,34.3
2020-01-01 11:00:00,945.46,43.2,42,0.0,4.1,264,0,888.4,395.0,326.0,11,2,1,1,0,Winter,43.2,40.9
2020-01-01 12:00:00,979.71,48.0,38,0.0,8.5,264,0,887.6,530.0,452.0,12,2,1,1,0,Winter,48.0,44.1
2020-01-01 13:00:00,875.4,51.5,35,0.0,11.9,269,0,886.0,605.0,524.0,13,2,1,1,0,Winter,51.5,51.5
2020-01-01 14:00:00,950.3,53.9,34,0.0,13.4,273,0,884.7,615.0,533.0,14,2,1,1,0,Winter,53.9,53.9
2020-01-01 15:00:00,1010.76,55.6,33,0.0,13.7,265,0,883.6,560.0,481.0,15,2,1,1,0,Winter,55.6,55.6
2020-01-01 16:00:00,987.33,55.8,36,0.0,14.7,263,0,882.5,444.0,373.0,16,2,1,1,0,Winter,55.8,55.8
2020-01-01 17:00:00,1056.34,55.8,37,0.0,13.8,261,0,881.8,278.0,219.0,17,2,1,1,0,Winter,55.8,55.8
2020-01-01 18:00:00,992.78,54.8,37,0.0,9.8,258,0,880.5,93.0,61.0,18,2,1,1,0,Winter,54.8,54.8
2020-01-01 19:00:00,966.56,51.3,43,0.0,8.8,276,0,879.9,1.0,0.0,19,2,1,1,0,Winter,51.3,51.3
2020-01-01 20:00:00,1116.21,49.0,48,0.0,9.8,271,0,879.3,0.0,0.0,20,2,1,1,0,Winter,49.0,44.9
2020-01-01 21:00:00,957.07,47.7,52,0.0,10.5,271,0,878.8,0.0,0.0,21,2,1,1,0,Winter,47.7,43.0
2020-01-01 22:00:00,971.27,46.3,55,0.0,10.8,266,7,878.5,0.0,0.0,22,2,1,1,0,Winter,46.3,41.2
2020-01-01 23:00:00,899.04,44.9,57,0.0,10.5,258,0,878.6,0.0,0.0,23,2,1,1,0,Winter,44.9,39.5
2020-01-02 00:00:00,894.96,43.2,64,0.0,10.0,253,31,878.1,0.0,0.0,0,3,1,2,0,Winter,43.2,37.6
2020-01-02 01:00:00,925.1,42.1,70,0.0,8.1,246,44,877.7,0.0,0.0,1,3,1,2,0,Winter,42.1,37.1
2020-01-02 02:00:00,867.05,41.2,74,0.0,8.0,259,76,877.2,0.0,0.0,2,3,1,2,0,Winter,41.2,36.0
2020-01-02 03:00:00,937.28,41.2,72,0.0,10.1,266,100,877.2,0.0,0.0,3,3,1,2,0,Winter,41.2,35.1
2020-01-02 04:00:00,892.37,42.3,70,0.004,10.6,255,100,877.0,0.0,0.0,4,3,1,2,0,Winter,42.3,36.3
2020-01-02 05:00:00,906.58,41.4,71,0.0,9.9,262,94,876.8,0.0,0.0,5,3,1,2,0,Winter,41.4,35.4
2020-01-02 06:00:00,938.88,44.2,64,0.0,10.7,269,96,875.9,0.0,0.0,6,3,1,2,0,Winter,44.2,38.6
2020-01-02 07:00:00,1057.65,44.7,62,0.0,11.4,274,70,876.3,0.0,0.0,7,3,1,2,0,Winter,44.7,39.0
2020-01-02 08:00:00,967.35,43.9,58,0.0,15.3,275,70,876.7,0.0,0.0,8,3,1,2,0,Winter,43.9,36.7
2020-01-02 09:00:00,916.81,42.8,65,0.0,17.7,273,99,877.9,38.0,16.0,9,3,1,2,0,Winter,42.8,34.7
2020-01-02 10:00:00,1007.81,42.9,69,0.0,18.4,267,100,878.9,168.0,77.0,10,3,1,2,0,Winter,42.9,34.7
2020-01-02 11:00:00,908.91,44.7,60,0.0,20.6,271,100,879.0,217.0,25.0,11,3,1,2,0,Winter,44.7,36.5
